"","OTU","Sample","Abundance","BarcodeSequence","LinkerPrimerSequence","Barcode_right","Index.Number","number","code","site_name","site_host","site_code","description","location","city","state","comment","lat","long","elev","date","Description","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"25","OTU_179","INV",2878,2.75,1,4.55,111.3,10.5,3.3,3.3,1.25,1,3.2,3.4,2.9,2.45,3.35,1.35,1.55,2.85,2.45,10.5,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__unidentified","s__Nectriaceae_sp"
"4","OTU_116","INV",2838,2.75,1,4.55,111.3,10.5,3.3,3.3,1.25,1,3.2,3.4,2.9,2.45,3.35,1.35,1.55,2.85,2.45,10.5,"k__Fungi","p__unidentified","c__unidentified","o__unidentified","f__unidentified","g__unidentified","s__Fungi_sp"
"17","OTU_1460","INV",2818,2.75,1,4.55,111.3,10.5,3.3,3.3,1.25,1,3.2,3.4,2.9,2.45,3.35,1.35,1.55,2.85,2.45,10.5,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Clavulinaceae","g__Clavulina","s__Clavulina_sp"
"22","OTU_165","INV",2771,2.75,1,4.55,111.3,10.5,3.3,3.3,1.25,1,3.2,3.4,2.9,2.45,3.35,1.35,1.55,2.85,2.45,10.5,"k__Fungi","p__Ascomycota","c__unidentified","o__unidentified","f__unidentified","g__unidentified","s__Ascomycota_sp"
"67","OTU_48","INV",2764,2.75,1,4.55,111.3,10.5,3.3,3.3,1.25,1,3.2,3.4,2.9,2.45,3.35,1.35,1.55,2.85,2.45,10.5,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__unidentified","f__unidentified","g__unidentified","s__Sordariomycetes_sp"
"1","OTU_103","INV",2692,2.75,1,4.55,111.3,10.5,3.3,3.3,1.25,1,3.2,3.4,2.9,2.45,3.35,1.35,1.55,2.85,2.45,10.5,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Rhizopogonaceae","g__Rhizopogon","s__Rhizopogon_verii"
"75","OTU_55","INV",2409,2.75,1,4.55,111.3,10.5,3.3,3.3,1.25,1,3.2,3.4,2.9,2.45,3.35,1.35,1.55,2.85,2.45,10.5,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Penicillium","s__Penicillium_restrictum"
"48","OTU_33","INV",2339,2.75,1,4.55,111.3,10.5,3.3,3.3,1.25,1,3.2,3.4,2.9,2.45,3.35,1.35,1.55,2.85,2.45,10.5,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariales_fam_Incertae_sedis","g__Monographella","s__Monographella_cucumerina"
"5","OTU_119","INV",2330,2.75,1,4.55,111.3,10.5,3.3,3.3,1.25,1,3.2,3.4,2.9,2.45,3.35,1.35,1.55,2.85,2.45,10.5,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Cordycipitaceae","g__Cordyceps","s__Cordyceps_bassiana"
"40","OTU_268","INV",2171,2.75,1,4.55,111.3,10.5,3.3,3.3,1.25,1,3.2,3.4,2.9,2.45,3.35,1.35,1.55,2.85,2.45,10.5,"k__Fungi","p__Ascomycota","c__Archaeorhizomycetes","o__Archaeorhizomycetales","f__Archaeorhizomycetaceae","g__Archaeorhizomyces","s__Archaeorhizomyces_sp"
"2","OTU_113","INV",2169,2.75,1,4.55,111.3,10.5,3.3,3.3,1.25,1,3.2,3.4,2.9,2.45,3.35,1.35,1.55,2.85,2.45,10.5,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__unidentified","f__unidentified","g__unidentified","s__Sordariomycetes_sp"
"36","OTU_2350","INV",2133,2.75,1,4.55,111.3,10.5,3.3,3.3,1.25,1,3.2,3.4,2.9,2.45,3.35,1.35,1.55,2.85,2.45,10.5,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Clavulinaceae","g__Clavulina","s__Clavulina_sp"
"99","OTU_91","INV",2096,2.75,1,4.55,111.3,10.5,3.3,3.3,1.25,1,3.2,3.4,2.9,2.45,3.35,1.35,1.55,2.85,2.45,10.5,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Sordariaceae","g__Neurospora","s__Neurospora_terricola"
"82","OTU_615","INV",2062,2.75,1,4.55,111.3,10.5,3.3,3.3,1.25,1,3.2,3.4,2.9,2.45,3.35,1.35,1.55,2.85,2.45,10.5,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Cordycipitaceae","g__Beauveria","s__Beauveria_amorpha"
"30","OTU_213","INV",1994,2.75,1,4.55,111.3,10.5,3.3,3.3,1.25,1,3.2,3.4,2.9,2.45,3.35,1.35,1.55,2.85,2.45,10.5,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Cladophialophora","s__Cladophialophora_sp"
"89","OTU_71","INV",1912,2.75,1,4.55,111.3,10.5,3.3,3.3,1.25,1,3.2,3.4,2.9,2.45,3.35,1.35,1.55,2.85,2.45,10.5,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Penicillium","s__Penicillium_sp"
"35","OTU_23","INV",1894,2.75,1,4.55,111.3,10.5,3.3,3.3,1.25,1,3.2,3.4,2.9,2.45,3.35,1.35,1.55,2.85,2.45,10.5,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Ophiocordycipitaceae","g__Purpureocillium","s__Purpureocillium_lavendulum"
"85","OTU_66","INV",1869,2.75,1,4.55,111.3,10.5,3.3,3.3,1.25,1,3.2,3.4,2.9,2.45,3.35,1.35,1.55,2.85,2.45,10.5,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Penicillium","s__Penicillium_limosum"
"43","OTU_297","INV",1839,2.75,1,4.55,111.3,10.5,3.3,3.3,1.25,1,3.2,3.4,2.9,2.45,3.35,1.35,1.55,2.85,2.45,10.5,"k__Fungi","p__Ascomycota","c__Archaeorhizomycetes","o__Archaeorhizomycetales","f__Archaeorhizomycetaceae","g__Archaeorhizomyces","s__Archaeorhizomyces_sp"
"34","OTU_227","INV",1793,2.75,1,4.55,111.3,10.5,3.3,3.3,1.25,1,3.2,3.4,2.9,2.45,3.35,1.35,1.55,2.85,2.45,10.5,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Stagonosporopsis","s__Stagonosporopsis_sp"
"78","OTU_597","INV",1682,2.75,1,4.55,111.3,10.5,3.3,3.3,1.25,1,3.2,3.4,2.9,2.45,3.35,1.35,1.55,2.85,2.45,10.5,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__unidentified","g__unidentified","s__Hypocreales_sp"
